d141a47ca817d36f480dd5f5d953ca1f	A. W. Ward
22574	Tạ Quang Bửu
2440719	Hồng Nhân Can
ce9f5fc913a66da4298894c954e43c3c	Cursus honorum
5ab28f38ec59aa20095896473274ab6d	Thể loại:Mất năm 1914
32581	Xoáy thuận nhiệt đới
e12137e61d9a529ff1a05899a4796603	Danh sách sân bay theo mã IATA: I
1646530	Hiệp ước Lausanne
1b706fe8d9265f108513de8c1f39b26f	Tập tin:Bn-বাংলা.oga
572761	Bộ trưởng Gia cư và Phát triển Đô thị Hoa Kỳ
3130948	Hiếu thảo
52218	Hera
90889	Antôn Nguyễn Văn Thiện
b69e8fa59548123f31a898619515dfb7	AGM-87 Focus
2412e5aea879ef912e9456b7b22b4c51	Lịch Dân Quốc
ea0eed0c717a965d6bb26ad099cefdd6	Equatorial ring
392131	1815
35789	Bao báp
578308	Thập niên 1710
527239	Thể loại:Mất thập kỷ 20 TCN
796	Tiếng Anh
194759	Kerala
a325a71864295d3d3c0894b1db6d5ec5	Edward Charles Cyril Baly
2260801	Walther Nernst
6bf7c75af2e00999863ea92c8363772d	Bất hợp pháp
123589	Vương triều Chakri
16551	Nhà Hậu Trần
2e36988042a95d2cebd6a7d7c3384092	Allison YT40
a610572fe3e8ba250a9e0cf8e16e020f	Thể loại:Thành lập thập kỷ 750
67012	Céline Dion
0a08f080fe6c1d5746238c890b8496d0	Mộ đá Viera
008140c9f623954f0e9aec4e47b0cea5	United States Secretary of the Treasury
809888	Đậu răng ngựa
1747460	Hạng Trang
ba09511ccaab5ac34ec0fc04ec63a2db	Thể loại:Thành lập thập kỷ 860
467237	Feodor Lynen
184647	Ashgabat
578363	Thập niên 1320
346457	Cộng đồng Năng lượng nguyên tử châu Âu
c3793c39708190abf578b2cb9f6a5af7	Charles Ganao
3638450	Chợ Mới
0f9f118f1e56a601f187a1d3743b848f	Phương ngữ Bukhara
281269	Báo Thanh Niên
daa845e7f18ea8f2d577d8b4cf52647f	Demographics of Turkey
524267	Calabria
1295208	Bát Đạt Lĩnh
72726	Mikoyan-Gurevich MiG-23
39608	Kiribati
997cf8b4449c649ad1e7d2bff32ee46a	Ayatollah
246932	Chiến dịch Hà Nam Ninh
530048	1172
3349654	2107
969001	Lưu Hoằng Tháo
11839634	Chios
daa2d48c827f45e1530926bd8ada20b0	Công ty Bột mì Fou Foong
811585	Bacillus thuringiensis
4ad52c02fa9f7cdf8de54f1bb0d91409	Commonsense knowledge (artificial intelligence)
c0455414c6d6bbc91222ffb5cf4979c8	Fazlur Rahman
6bc13bd263edaa7c506c1898a63241a9	Nghệ thuật Thổ Nhĩ Kỳ
1589441	Beechcraft Model 18
2a5bb59613f88f406bb7d58b8923f4d8	Hannah More
7f5a5b3c92007c6ef0a92edb650dec94	Hôn quân
302548	Chủ nghĩa hiện sinh
007bb429ccc01bec54db78a09e5d61e2	Edoardo Sonzogno
19015	Sơn Tây (định hướng)
27822799b4acb93555f3d3782f5b8e52	Sự lạc lõng trong xã hội
578305	Thập niên 1730
43533	Nguyễn Giản Thanh
fac65e9a485b9cc9d674c59a126ae5d5	Danh sách các tiểu hành tinh lớn
3389397	Châu Mỹ La tinh
231679	Carl Theodor Dreyer
404660	Brüggen, Hildesheim
60513	1988
529904	1242
369525	Sadako Ogata
553473bfb7226d38388838afca065ca4	Albert Einstein trong văn hóa
529393	1661
d0c168aff240de36cff9f1b73e321571	Nước Đức
1402174	Axít nucleic
1665	Khí tượng học
555125	Căn bậc hai
59022	Nghị viện
3192993	Cơ sở tri thức
578908	Chính trị cánh tả
b25c879aab5461b4bc0dfaafe00e9da7	Bá tước Sandwich
3171960	Nhận thức luận
71f302e23d780aad11523e5581967143	Ciaginsi
9920	.at
d445d7469d64837480d2236b94242e24	Hứa Tiếu Thiên
f88ae2b96972c71f0e80bf831aa28f1a	The Blithedale Romance
2383500	AQM-37 Jayhawk
78219	Danh sách vũ khí trên máy bay
2f8501c49dbfa8153378db87c0303a21	Dates of Epoch-Making Events
2261076	James B. Sumner
3435040	Full Members Cup
edfe02d2c93d35f3f5a42944522335b1	William Robertson
242479	François Dominique Toussaint Louverture
25176	Hậu Tấn
1ce319835e1b5780db47d8caebdd4e42	Baluchistan
cc9013e16c23470c8be4974b37adb515	Adamsite
26002	Chủ nghĩa tư bản
3393558	Lễ bổn mạng
74132	Granville, Manche
105377	Seamus Heaney
27668	Argentina
dcdc1733d4a9182e0a51f447935ad40b	Lưu nạp và Dàn nạp
403866	Avusy
44299	Voi
812386	Arsinoe II của Ai Cập
fa56426a349fd4f53c29978fe715e86f	Sakanoue no Tamuramaro
0aafa84a0042227b2d788cd2cca381f0	Ngô Đình Trác
717b5fee4921a18a7d179c87fbc0ce75	ASM-135
512074	José de San Martín
267653	Man'yōgana
efe889af22fe2d21129d0f2d19f2be15	Galle Face Green
ff6b8ebb6247fc954e866b0ef4ccc44d	Giao ước Moses
1241943	Chiến tranh Pháp-Đại Nam
541025	617
30cf2638e2c2b49bc161408237d2d113	Chẩn đoán lâm sàng
4e1ee5e68596b26dcffe769dff54ddf2	Jean van Heijenoort
8dfd5c66be64d51231c5307e2123a11a	7 tháng 5 năm 1954
f2d72935700ea30990d3efa9e8980580	Cách mạng xã hội chủ nghĩa
42707	Viêng Chăn
455578	Giáo hoàng Grêgôriô XIII
a0860a6cd848cb65fbc8fe34d473ef85	Jiryaku
1078407	Chiến dịch Krym (1944)
3168718	Hạ Nghị viện Vương quốc Anh
682ac45887ed15d6f2a2a81d5e7044ec	Ceres (chiêm tinh học)
26904278b40d9c6f499c8cb89b4e5b71	Elisabeth Farnese
1204237	Cao nguyên Hoàng Thổ
406291	Landsberg, Saale
556046	Arkhangelsk
140220	Romulus và Remus
24486	Chùa Xá Lợi
100597	Nguyễn Chánh Thi
fc59c477cadee1f59dedaf5de24f6d87	Thế kỷ 2 TCN7
530896	887
529270	1649
16851472c50c1353dd932192592945cf	2001-06-13
34a97327c292331e1ec2553c7d5f165a	Never Back Down
b2ed4fdcead8d328711105894312e592	Alexandre Kojève
114156	Ngô Miễn Thiệu
65617	Tiến sĩ khoa học
149891	Gustav Klimt
3359787	2099
2462236	Derby County F.C.
96ea4855e9eb8a4df1e37cc90d03d087	Thể loại:Sinh năm 1982
84869cbae25174ba33f76f9d0be9af1b	Elisabetta, regina d’Inghilterra
98394	Lý Tự Thành
51551	Lệ Thủy, Quảng Bình
235594	Ashikaga Takauji
3d05ab6862641b5e10bd533fde632546	Đảng Cộng hòa
4acae4ccea621759167e26ee65298961	Eva Marie Saint
530427	1453
128599ed64381b044aee22c28361c6b9	Accademia di Belle Arti
140491	Lý Cảnh
3394566	Anaximenes của Miletus
821039	Cộng hòa Xã hội chủ nghĩa Xô Viết Moldavia Pridnestrovia
54914	Barbados
367520	Audi
530606	916
188153	Chá Vinh
103864	Cộng đồng Than Thép châu Âu
fe284075f4502d0cc7b2fc546bed7b48	Avshalom Elitzur
574111	Brighton, Colorado
d0c76542ceec8e888b0f8353fe5c5501	Chiến dịch Cäsar
33a61062aa4da2b795b7f9616c138b89	EST
110123	Alexander Pushkin
473bd9af655bb503ee7001d03b2ff0e4	Alfred Weber
e0c2fea7284325adf83420855d71753d	Bhāskara II
8cda93b2194cf0c818e1c738ea717b7e	Chí Thiện Vĩnh Xuân quyền
f1a543f5a2c5d49bc5dde298fcf716e4	C2
2338360	Binh chủng Pháo binh Việt Nam Cộng hòa
27ab45a2243ad5b7c9e485a26f7ccc19	Gnaeus Domitius Ahenobarbus
aceb673fe535882b314c32d7758dbd67	Abel Resino
404572	Bellevue, Genève
309975	Hàn vương Tín
03c217ca2e9686ecdedf9e3666f2112e	Các mạng lưới xuyên châu Âu
20183	28 tháng 2
528879	1725
145019	Convair B-58 Hustler
da2171e0402a2501ca550f31b6b267c8	Otto Fischer
529169	1536
c07827a4e4efb439a2a346f379ea5b1e	Thể loại:Thành lập thập kỷ 170 TCN
531800	537
399a476324e418e7bf0d99890d222789	Arch of Reunification
c581b89b5c5a86524db0e982a6f8ad10	Alix của Pháp
89394	Bà Chúa Bầu
333451	Billboard (magazine)
2416439	Hang Pác Bó
565206	Cầu Brooklyn
887f393c15a948c40000292443163483	Bị thương
517348	Charles III của Pháp
8a3e5836755fe77472bba91a4643a92e	AGM-153
89552da106005a84d43dbdab8aec50bd	.cat
404516	Marienhagen
423197	Besse-et-Saint-Anastaise
31841d565b5c361734c95377c8ccd7fc	Aeëtes
2457302	Étienne Lenoir
530413	1445
599d1e46da4eade306ab2b1049b3c9fe	Của ông Mahmud
26471	Bình Thủy
328250	François Rabelais
184780	Nikolaus Otto
6696808a470bd82eb6aa44d098107c65	Sách Hôsê
909c946748333f3858bdf776c4547873	HMS Resolution (Cook)
453212	Otto Hönigschmid
404661	Diekholzen
392191	1848
3389200	Anne của Anh
8720	Đô la Mỹ
a8603cc3c6d192bad70a934b1e944fdb	Anthony James Leggett
43045	Hà thành chính khí ca
407005	Vận tải
107897	1927
1f054a25d181334c3e5a562a897495f1	Ivan Vuksich
3927	AM
411296	Zwickau
3460	Tháng bảy
1617947	Trận Amiens (1940)
3343719	Chiến tranh biên giới Việt-Trung, 1979
781424	Lịch Maya
81e223604db1a13380f1660be406578c	Thể loại:Sinh năm 1905
f5e0ccc6a7b6440829250ca7bdfee44a	Cách mạng Wallachia 1848
2173e994caa78e4b89fd296f4e41a9ab	Leo II của Armenia
69531	Cầu Giấy (quận)
236903	Abédi Pelé
e5d17a34f2acae06562fb2117e5edec1	Alphorn
3427379cf3e47a5ca294afa6af865f2a	Cao thân nhiệt
530746	818
f39b5a65c05c4fbacadd8961bf404358	Balgha
3191278	Nguyễn Xuân Trang
9c5959e6f08f10d0edbadf5be1f33c53	C0
2514744aff4b98dc1ded6e6918a4db9a	4 tháng 11 năm 1682
81790	AGM-86 ALCM
f9d297aa981f52322a9ceff837086e00	Arthur Currie
1d90d32f692c600211c20aab44698c8a	Bristol 188
65bba06f1780189d3cc28b6a0472d3ce	Albert Janse Ryckman
7d94add51a280c323282ced079c7d1c1	Thể loại:Thành lập thập kỷ 980
3116612	Đế chế thứ hai
58b48f1540e4de2e8853f78cef095c5e	Ernst von Rüchel
5c223514d08998d2447a97d505bcebc9	Alcetas I của Macedonia
fd4ed7d1d65e06b73d893985be4cf31e	Emil Bose
797003	Alan MacDiarmid
20191	3 tháng 3
fdc6a64a660da2a3637c393832c0e2dc	FWA Tribute Award
83a1d34e31d3ee95390666304f7b2ac2	Khí mustard
530932	783
97952	Gia Lộc
228193	Justus von Liebig
64fa83c129ef50b827bab517d05a83d0	Thể loại:Phá hủy thập kỷ 1320
378043	American Idol (mùa 9)
459992	Tiếng Bengal
3673819	Hoảng loạn 1893
23dd26f0280e35e7af1f6334f73a2d88	Corriere della Sera
51251	Cách mạng
529758	1337
e49d5d7fe5f5e56f52829256c756efba	AJ Auxerre
3540445	Thiên hoàng Go-Murakami
119554	Alsace
2426208	Alexandros (Hoàng đế Đông La Mã)
3196146	Lê Trung Trực
521481	Argus Motoren
405344	Collex-Bossy
36167	Đàn Nam Giao
e2d15463fa2355c7b335687cad7d3754	Tập tin:Internationale-ru.ogg
880478	Aragatsotn (tỉnh)
92e0dcb357f9f564ebdc61f5ab1d0a58	Emilie Floge
420514	Kangta
1410318	Dolce
46d87f611a6523f93bba9ab846c88344	ASN-206
403372	Bộ Gia cư và Phát triển Đô thị Hoa Kỳ
199015	Biểu tình
56904	Lễ hội tháng Mười
530495	1485
31492	.br
114162	Dương Phúc Tư
21737	Nguyễn Thị Định
3474	Giáo hội Anh
a70dcb4fc90bbe1fdb79399aeecae262	Isaac Slade
1279603	Thập niên 660
63385	Bệnh phong
b5a40f8f012ca30c2866f45ba9077dc1	Domenico Bartolucci
47457	Giáo sư
3158467	Leyton Orient F.C.
e73fbf712fddd92fae6a8ac264f34ffe	Thể loại:Thành lập thập kỷ 1050
e9875bd561c47da75b2c442a5c670bf7	Athlone
228203	John Bardeen
17025	Gioan Baotixita Phạm Minh Mẫn
81e366422b61e0fdae49e6a78d28d1e3	John của Đan Mạch
729e321b71a9c0adcb5edfb2c522bc87	Cô thành khách
27341	Nhâm Dần
529143	1528
1522496	Hưng Vũ, Bắc Sơn
d52c75a05ef3059da337e110855c708d	Cuộc đua xuống đáy
33010	Alexandre Dumas
541620	178 TCN
463600	Tổng của Pháp
06a6926cf5aeaed94b8784357185dcfb	2005-05-30
3270247	Sĩ Tiếp
578343	Thập niên 1430
9e170888c4814d7a6c41f2ea440e3129	Forbes 500
10ab2581c23c5772bf077bfe5739f21b	Shrutavarman
529737	1316
541432	Thập niên 1850
0f122463ff6d4d9e7286117a1d0bb665	Daniel Caligiuri
102829	Bruxelles
9992	Alan Turing
28906	Torino
3284676	Danh sách người Do Thái đoạt giải Nobel
e8eb2ef3c97e74aaeac2a026a149bb9f	Camilo Cienfuegos
07a0c77ab31b30681d970e1fb8d499d9	Amos (nhà tiên tri)
102100	Foot
e2256aacfd149d26403414349591d9c2	Antonio de Herrera y Tordesillas
a3eeb154c3060020e790f6ce5993a0fb	Bernard Jauréguiberry
16390	IAEA
5d19688c0afbece644fbd2a3fb54a0c9	Elberon, New Jersey
8b669420622a0884805a8f4747e42fcd	Anhalt-Bernburg
16173	Cà phê
20684	16 tháng 12
800059	Cái Tàu Hạ
403130	Biển Camotes
3251278	Chiến tranh Liên Xô-Phần Lan
53180	Bertrand Russell
b3cc4de1d27546a79eeab9679969659b	Giảng sư
14010	Chất bán dẫn
77e26860627126ae7387f1aaa1fae46d	Huân chương Thánh Anna của Nga
ca0daec69b5adc880fb464895726dbdf	2193
ab8bc9eece995235b4c9ce67e7a18857	Borča
e9109db2d62bcd10ebc13caca4132384	Baga
593e652f5db983f4448ceb0b7a714523	Afaf Lufti al-Sayyid-Marsot
41afeab9c1004967647acfca0387b539	Anthony Giddens, Baron Giddens
559059	Duy Tân hội
1445758	Thể loại:Sinh thập kỷ 930
235080	Sông Rạng
295531	Joseph II, Hoàng đế La Mã thần thánh
328546	Phương án giản hóa chữ Hán lần thứ hai
92235	Chế Mân
78733e07439b8e9d6d05f64b525c7a1f	AS Béziers (bóng đá)
84043	Nội chiến Nga
294584	Algiers (tỉnh)
81827	Bảng Anh
531072	1394
282824	Ban Cố
503988	Nguyễn An Khương
4f800ae1409e6a90c55ef4d19ecbc572	Hillsborough, New Hampshire
541012	363
2324959	Anthony Eden
04a819ebdff7f38db18d2d3349faa751	Johannes Zumpe
11c61d696d5bdec89a2186ea0fd96937	Fashion Model Directory
b877167566895e43e3c2fdb876c28522	Biền văn
680f014992a1f38fec8a338631496b2d	Abbasid Caliphate
f7627987cb435f2188d15abb3f035db8	B8 (Croatia)
781656	Hồng Hy Quan
78b2b4af4a09466a052c3a6f5addff63	Hoài Sóc
540772	180
8fe246431432ad9a1144e6da9cb9fb6a	Abd al-Ilah
237302	El Hadji Diouf
4effd9e6e2d33689ece2391a15ef7fe6	Bộ Hải ngoại Pháp
530305	1021
408418	Krailling
17ef3478dcb821ae73298307fdf41fe8	Libya cổ đại
e9374389600d76850131a41174108605	Chiến dịch Farm Gate
1242697	Bình Định, Kiến Xương
74dc960026808bad4aed1c541cf02bf2	Anh hùng xã hội chủ nghĩa Liên Xô
630389	Liên bang Rhein
3287901	Atlántico (tỉnh)
405288	Genève (bang)
1dfc4a5b715e0880a930921c051f3557	Phổ hồng ngoại
b50f7caf797a705493946d96d9912183	Cảng Karachi
122960	Bưởi chùm
359406	Ingrid Bergman
c0aabe5eb56f92d8b110502cf78e8e9c	Arrondissement
f009d544853ce4cf2e4a7aca93659742	Hermann Umpfenbach
76698	Amnesty International
3508723	Thọ Xuân
c84065e31e4ccfe1e3d1a598223ef81f	Tháng 9 năm 2018
285403	Lịch Berber
571669	Cận duyên
417773	Clausthal-Zellerfeld
32ad5a7619dfd0e816e5cf85f20d0e0d	Tá canh
471e42d9c38e2a9aa5f54d603a2b5e26	Trương Chi Vạn
310437	Dimitar Berbatov
4f1a69ae618dea743a6c1cf14220c378	Tháng 1 năm 2078
662e1f38c60da62750acbd0006c6ee49	Banco de Venezuela
472226	Chester A. Arthur
6d704ac02e141bde8f7c89f0a3d634e4	Aina TV
48174	101 (số)
5cff843014838822f001284e09936201	HMS Discovery
28ba8e9d167353bd1e781a3a0d7125c4	Hawthorne (book)
474551	37 Fides
42631	Cành cọ vàng
152514	Bratislava
2541217	Manon Lescaut
2398168	Thành Đế
79778c4be3b61d4ebf4006c1ad5f060c	Marshall Law
0e5afa171a38813e296f0255e60ac58a	Arlen Specter
903cf012c97c2e97535370921fdfcd78	Thể loại:Thành lập thập kỷ 960
141966	Cao Ly
1446114	Thể loại:Mất thập kỷ 950
569b5dd452ddfedacec0b130f129c4da	Samuel Agnon
107341	Jean Lannes
85954f29102849edebcd34c5fac457e1	Các biến thể của bóng đá
405731	Art Nouveau
a532c5f41869603e55b11af3568f6a89	Chính phủ lưu vong Luxembourg
1231	22 tháng 1
20456	12 tháng 8
804663	Satu Mare
442442	Chiến dịch Ichi-Go
827705	Khâm sứ Trung Kỳ
faca65e9f70edec2a9c9c21cd435627a	United Kingdom of Great Britain and Ireland
125880	Hội thề Đông Quan
189271	Charles I của Anh
776322	Aeacides của Ipiros
112675	Adam Mickiewicz
a49cd661046d6080e646d9294ad98e32	Thể loại:Sinh năm 1958
41069	Lê Thái Tổ
2433	Isaac Newton
d6df5e1fb2e44544855c875aebf991dd	Thể loại:Mất năm 1859
472387	Georgy Maksimilianovich Malenkov
baeb053aa41ac3ce595b03d16da3543e	Hán tự giản hoá phương án
a4167fc6d8a91335416b9067cfd4b8b9	Chiến tranh Chaco
3099448	Antioch
67644c74683b527c110eff664b880270	Con hổ vùng Chowgarh
541100	3 TCN
541565	132 TCN
9f82ec869de6e65be4ed4e1617014d5b	Hồi phục hậu băng hà
d995a4464ab2b1b0288dfc577dc72894	Abdul Haq
106481	Bùi Quang Chiêu
820087	Bristol, Connecticut
af633b5c7a0ab892b2f343b553e73072	Bernard Trainor
37485	Phúc Thọ
ddfc1730df9a5a4fed0802e224a5f697	Bổn phận
527869	Trận Roßbach
7459735	Điều tra dân số Hoa Kỳ 2010
6b30663491990a753f49a97e1c9c2d4b	Thể loại:Phá hủy thập kỷ 1620
580268	Thế kỷ XV
540931	27
530082	1149
40515	Bảo tàng Thành phố Hồ Chí Minh
1fd1e3c51296b200288f1ef0593dbf81	Hoàng đế Ethiopia
ff936ee903c60ec46754875e3dff4f85	Old Mandarin
1401657	Bắc Ngụy Đạo Vũ Đế
49647	Nguyễn Hữu Hạnh
30383	APEC
aec634338256c51eae33cc38cd499e08	Hodori
7982404	Nguyễn Khản
47452	Nam Mỹ
a62255adef3054a0463d33f6d59d20e1	Bảo Giác
833450	2002 Euler
147812	Bổ thể
404519	Harbarnsen
1244301	Hành Tín Tây
4fa0e8332698ce41097f12df65e2c368	Aero Ae-45
417262	9M113 Konkurs
194026	William James
20556	2 tháng 10
4599c0da808fe367966b8dd8c092f987	Avestan
2958bb109b1254c5ff24a5f0529ae4bb	Số mũ âm
1677190	Nguyễn Văn Duệ
575088	Caldwell, Idaho
4425d97a6db6502994da55ff9321bfdb	Danh sách sân bay theo mã IATA: Y
a8359fca7d8a600b53cd8967dd4927b2	Jeanne Marie de la Motte Bouvier Guyon
d986f9fff23c331a25fa2354678d238d	Châu thổ Niger
0249ddd2354d03dd3c604742bb27d050	David Gregory (mathematician)
31368	Chiến dịch Lam Sơn 719
65c8b50083ff358289e186589e91ab7f	Bantimore
2480f86b90f80b1d4fa0b971bcf134bf	Ngày thành lập Công Đoàn Việt Nam
59009	Hạ viện
3658720	Sri Suriyawongse
20c532fc692cf5fb953f0a06e77f2b15	Grand'ther Baldwin's Thanksgiving
20331	12 tháng 6
31941	William III của Anh
6719	Afghanistan
fd52aae285aa304edd50d55cfa45f39a	Armenia thuộc La Mã
dad8aee3afb5413eb840687c9be0e0da	Albrecht Friedrich, Công tước Phổ
07ddcbe8b29deaf6311aa57ff0073c7a	Cuộc vây hãm Bergen op Zoom (1747)
77a6216658ea899abca9d33ca9770eba	Lịch Ấn Độ giáo
79078c0050ceaa8a8a33828343a7c268	CO Roubaix-Tourcoing
186829	Biển Adriatic
5262	Bo
474544	28 Bellona
540829	139
e9813cd28bae99c50dbd1109b5ef5cec	Downhill (phim)
4095787	Accenture
3e4e251fa178ab36b813b21b5ce55c02	Bosilegrad
1320291	Zam
530688	939
541415	60 TCN
1276735	Hãn quốc Sát Hợp Đài
391971	1809
5298	Chúa Nguyễn
9a732af274510dd6ad0a438a5cfc16b6	Cochrane, Ontario
509643	The Guardian
1388119341270ace6613d149ff3ca3cf	Cờ Vàng
455286	Bộ chỉ huy Viện trợ Quân sự Mỹ tại Việt Nam
a27f519e6728d281644030c00be1aa00	Albert Christopher Addison
2421867	Trung Mĩ
1a50453ea862e1aecc913db99a01390d	Abdul Rashid Dostam
361819	Hành lá
cd86a0647d375bacd3da8da2820c0203	Chụp động mạch vành
51177	Hiến chương Liên hợp quốc
149223	Aero L-29 Delfín
3349455	2059
1d4ff9cb881001b223029f9f5d79590c	Hia
2e93bae58ba056975d6763182069047a	Seleucid era
9994	Kursk
119971	Ngô
23815	Bãi cọc Bạch Đằng
541073	Catania
1332975	Nghi Thánh hoàng hậu
6f3b0dbfcd93647572d7f1d3f8f52b03	Bắc Andros
0ae63738089fe6fde4e32fdacd274de7	Chiến tranh Nga-Circassia
22289	Giải phóng miền Nam (bài hát)
3349568	2072
587588	Tỉnh của Ý
3210890	Báo trong văn hóa và huyền thoại
bfcc0b019b30d388bbe32e3fafb6b2c2	Bắc Kentucky
360921	Chia rẽ Trung-Xô
124949	Chiến tranh Mông Cổ - Cao Ly
828011	Giải Hòa bình của ngành kinh doanh sách Đức
323143	Nguyễn Hữu Lập
1505576	Lâm Phượng Tường
78472	Nhà báo
530120	1121
a29938e9ff1fe675569493a24d330109	Yehudi Menuhin
25e39590a9ce7f44c43d8c33b3ae173d	Dollar Bắc Borneo
a607fd2fbbc23ed8a4fb15b747b342f3	Khu sản xuất mẫu Nông nghiệp công nghệ cao Dương Lăng
509468	Quo Vadis?
1243619	Đoan Bái
f9ea6b98fc690b24d5ccbeba312f8324	British Empire
ae5dfee2647381fe4ab1af13a23102c7	Alicia de Larrocha
7c5e3fe3a45b22b9a6a330107aa874d0	Các tín đồ sinh viên theo dòng Hồi giáo Imam
25089	Kyōto (thành phố)
7634216	Agusta A129 Mangusta
4260eee79da1967eb29e8da11ff04a31	Chiến tranh Nga-Thổ Nhĩ Kỳ (1828-1829)
108345	Sorbonne
37327	Sông Hương
3349382	Jane Addams
cf03b673d7594cca37da87122bcb47b7	Andrea Morisco
09ee6fe65b39073385011d576238f214	Boyer d'Agen
07d9281ad13c0ec332a211545e499473	APEC Nga 2012
1401749	Chinchilla
240602	Hòa Chính, Lâm Hạ
359145	Dương Nội
1764607	Ipswich Town F.C.
75922	Colombey-les-Deux-Églises
2b1bb790d475771dc5be9e186e7bfe8a	Cuộc chiến bí mật
25104	Lương Thế Vinh
913da0c47cb3a8c122e721f60a2c2ae3	Maria Luisa của Tây Ban Nha
0d9c41c6454115808171ac782dc1d1e7	Bangor, hạt Down
39f9c532723a9a621121f194ac02d8c5	Big Hits (High Tide and Green Grass)
2234772	Lý Tòng Nghiễm
787890	Nuoro
105879	Những người đoạt giải Nobel Văn chương
f1cde3864d6ed000d7c2faaad1da4329	Joyce Carol Oates
10732	Thái Nguyên
a8e1e914ac13627f127079dddcae194d	2009 Wimbledon Championships – Women's Singles
6eb95c64bb81988c7f05c4af6af54b7d	Thể loại:Thành lập thập kỷ 1750
105380	Maurice Maeterlinck
58437	Andrew Fire
115	Lý Thường Kiệt
392150	1824
0f55c39367ded515d214d97f8cf2c418	Christian I
98	Việt Nam Cộng hòa
129294	Assyria
6ea1d53a34b69c6b63a7bb2137030fc9	Achaemenids
3157481	Akasaki Isamu
a5881518d6b4c1dc2ced821a35d3edd4	FA Vase
362428	Sao Thủy
ec4cfe38ddb693119b035165834f67d8	1/10 (số)
0f4f57da5a8204e1accd95a751fb7bb3	Văn bản liên kết
8cdb71c1e8946bfb7f69302d36c94d99	Aimar V của Limoges
bd98ab91467c19b120fd2436bd817f67	Constantine VIII của Đế quốc Byzantine
20634	11 tháng 11
2835eb9ce3262422a01c4d81dcf08962	BQM-147 Dragon
7b3a29af0b9244910121dfe4f493566a	Adrift in New Yhayk
3695302	Nguyễn Hữu Cầu
214150	Bãi cạn Scarborough
1582128	Cuyahoga Falls, Ohio
5b6ad0c2068e72e1bb13db2abfc390c5	Bythinia
b244f3542bbbd77936dbcdf3684c8f09	Bắt giữ USS Chesapeake
3142	Alaska
123039	Alan Shearer
1095445	Bộ tộc
528890	1731
1279573	Thập niên 360
797790	Công ty Đông Ấn Anh
79107	Thập niên 1990
1a21760799cb260f8cf04d82e781474d	Handbook of Birds of the World
2428944	Con số
24a6afb0171fb5d272d21b3644e1e957	Hiệu trưởng
549788	Bonaire
ce2880613986f54eb4fc24e4b87631e5	Broadstone, Dorset
7c97ecafab63009957cef701d22866db	Bhaskara I
4119	Cộng hòa Séc
799194	André Villas-Boas
3187096	Nguyễn Văn Mạnh
11cb703290f9852d442ff2581c09bd54	CSS Virginia
0d5a61e03a0c98ff623464b751676d5d	1940 Democratic National Convention
3681333	Andrei Zhdanov
15b8257f9436d9d1c482863613ef6ee9	Căn cứ không quân Luke
