109567	Gothic
92007	Hồ sơ tuyệt mật
531188	724
3349569	2073
a0b6002ed58d749f3faaadf07c0d82f8	AH-1J
3695943	Nguyễn Phúc Hồng Y
1589470	Camilla, Nữ công tước xứ Cornwall
d2154d753e914942b523c7027282a5aa	David Ben Ba'ashat
7563	Marie Curie
4e2413f2a5e1023d3332c75cfe989810	Bệnh kêu ngạo cộng sản
33498bc649bf6fcd1d66a3f483146cd3	Alfa Romeo 110
3638247	Daron Acemoglu
948dfd68c3abc1038c942b4467a98f32	Mor lam
2506	Danh sách người đoạt giải Nobel
3ee4f0ca2189e63483ee6578d4c3c555	Danh sách các công viên tiểu bang Florida
0db2b8c9196478df076aa202c0440add	550 Music
83238	Đình nguyên
c868fa951b58e43327241f530319d88d	Aabenraa
065a737d70cae8c9e6b3a8a950680826	Robert Wilhelm Bunsen
31609	Bagdad
52f5e6d2f4f6b004a7a8fd3fb53f144a	Peredelkino
be558556dd752f5b8b7fd04700244329	Diplomatic History
a254440b86081943394e2c1b06705d1c	Cosmos 167
bce410d684e5bbbca72fbae99354c948	Tiếng Frisian
789121	Lịch Do Thái
281daf37a4b816ec3bf1a5d949e26934	Arthur Geoffrey Walker
76c720926fe7f0ae061d93fbccb49eac	Callimachus
6815e9e84b383f34fe6c4e132dfaee79	Ban Điều hành Thủ đô
9129	Chợ Lớn
94737	Coimbatore
5e60a824bf24c7ad8780273a90c4e899	Al-Hadi
35760	Connecticut
322153	Magelang
1279550	Thập niên 160
c9dd895bb91cd28fb2b67feeffe7c8eb	AZIMUT Hotels Company
528892	1733
20600214a97491877d41974e336af70b	Bán đảo Tasman
17597	31 tháng 10
145680	Benelux
529887	1224
202296	Nhạc dance
16f615f4ebb5a881e03cf3de1910d284	Thể loại:Kiến trúc thập kỷ 930
324798	Cư Hòa Vần
100589	Air India
530403	1436
28847	Cục Điều tra Liên bang
1ec23f2b8db8bcb66105123942509695	Pierre-Emile Højbjerg
20064	1 tháng 1
3520508	Thor: Tận thế Ragnarok
357666	Huỳnh Công Tấn
20202	7 tháng 3
72707	Artem Ivanovich Mikoyan
97b75f5407aa92e596cf47b34c0e6b1d	Nghệ thuật Na Uy
f0b3444faafb6cd9d7cd4b1f74dff902	Whitcomb L. Judson
531162	701
13080	2000
1279545	Thập niên 120
cb42d05ce4c78ec8609fd498c1564158	Alaska Department of Natural Resources
20695	21 tháng 12
9e34dc49036c66d8dcf12294d4519ce1	French Armed Forces
30e8ea137ed404946d684e41afe38e1a	Thể loại:Thành lập thập kỷ 730
530442	1466
39b708cd74fbe501295e3c8e4abf3312	Empiricism
3305244	Chrysippus
385b795bdffeaa99ec31738d88f00b77	6 Hebe
8bc6237ae85aa880201911dd855089d2	Augustine of Hippo
1331071	Coppa Italia
357342	Binh biến Đô Lương
efa1ef73ce126f152a43ca8347d723c7	Apollo 9
273383	Abbas III
20175	24 tháng 2
361807	Adam Lambert
a5737c5ee2f9b993dfc7245a6107b89c	Cảng nước sâu Chân Mây
1d9c32873cd8fb687fbe0872ef30d718	Football League First Division 2003–04
529586	1572
540510	308
ca76e9166c9ca8ed91168033cf01bb4c	Louise Colet
c97ac132fbb182580971f0069e1a9d12	Anders Åslund
187966	Alfred Đại đế
376354	Chiến dịch Đông Dương (1945)
9978b7063e297d84bb2ac8e46c1c845f	2172
d8e04c97a49d4faed7dcaf7941dc35de	Thời kỳ Văn Cửu
e4885a6a08a939cae5c3b1ff762528e7	Great Ayton
778	Tiếng Thụy Điển
76f28b7fe7832419f812fdcc7f004ed9	Vohu Manah
2361436	Phúc Âm Mark
cc3fa0661829509ba49b93ddbb937120	Dãy Gaza
62c26a02fa2d5c196e20c32b1e9ca419	First Battle of Cape Finisterre (1747)
392200	1850
3277928	Cộng hòa Nhân dân Trung Hoa
f24866eeb7eed812bbe5894d00b28a2b	Khu vực đô thị Ohio
3867	AU
649de698004b2c2f79ce40bbb172a689	Cantebury Tales
c475659f22516b5256831f9c7357832b	Henry I của Pháp
71044	Côte-d'Or
8eeb0e07f8b11686dd696f027886fce2	Tích phân Jacobi
1127219	Cao Ly Định Tông
c59807d7a40d9e06b795d8668d6c046f	Rebecca Boone
532170	431
85917	Cảnh Thịnh
25730	Lý Chiêu Hoàng
2261065	John Howard Northrop
f666b159e8d217760df07a70babcfb5d	Kristian Birkeland
71366	Dijon
37860	Cúp các câu lạc bộ đoạt cúp bóng đá quốc gia châu Âu
c834c5a984209b19a9cd1dc935d34378	Nikolai Arkharov
7818775	Gaon Chart K-Pop Awards
105026d9cc705099a822d32c8c300cea	Lịch sử những cuộc chiến tranh Nga-Thổ Nhĩ Kỳ
3403660	Edward II của Anh
529583	1574
504866	Caritas Việt Nam
094bcf821f33418a9dfee93f891878da	Julia Già
53745	Thể loại:Sinh thập kỷ 1640
71356	Caen
969f70e41e34fc7d4ea35c481335c1f2	Trường trọng lực
20611	30 tháng 10
83806	Status quo ante bellum
d0116c70014afda3bafd1b08a94329b2	Yazata
e8c01bb296acff1ca0519d1a933de1e5	Danh sách các đô thị tại Đức
440324	Edward Lawrie Tatum
4a3b735b609268c62f5281a93148cc59	Bruce Shand
cd4f9cd25a41c89da046d1f3a177b681	Lịch Julia
86315	Quốc triều khoa bảng lục
9a629ef5bc1172775bed5d606886c11c	Federal Reserve Board of Governors
9d71521a0ab0723b2e61f85c2d14aa90	Thể loại:Phá hủy thập kỷ 1830
3297725	Hoàng Sùng Anh
0cf735a4ca4685680075832a6711f313	Jean Ping
27296	Giáp Tý
143382	Cách mạng khoa học
0d4c027eff1ed594a7a9d4fd62e06e2d	Leo Jud
53881	Khúc Hạo
24186	Khuông Việt
4670	Hà Tây
630827ef978e2bf34fb25271268f1198	Hoàng đế nước Bồ Đào Nha
63123	Arnold Schwarzenegger
20170	21 tháng 2
541030	622
31a39ddc548cdec39169dbd455498464	Sakamoto Ryoma
250798	Biển Flores
978de4c9b3c5131e30fef958c7563a0b	Dhu al-Hijjah
531074	1396
387965	Adolf Otto Reinhold Windaus
91770	Xích Quỷ
e2f10102b9f39ebf7639dc8eb4eab24f	Hội Địa vật lý Hoa Kỳ
83c129ce3f88e547cc09863c43ce4bd3	Arafura Sea
ffd1742bfdc71c8ab1b288694ec8c225	Ken Shellito
38771	Bulgaria
f07764acc48a515f5cbe822342475201	Carl Pope (environmentalist)
530695	946
03fd7884442dc55409c53548a8826305	Bilad al-Sham
541026	618
9e037d6819b4f2b899656ceaddb3c445	Francisco Lersundi y Hormaechea
8810f282659c1281c685309a5bd26825	Amastigomonas
3219005	Hiệp hội Quốc tế Nghiên cứu Công trình Môi trường thuỷ
8f93956144929f8f98573e49106f919f	Đấu súng
5e710616c45ae9906024f8fbfbd39973	Bố Nhĩ Ni
70197	Heidelberg
530874	Pha Mặt Trăng
2d44236a25451689cdd3d08bdb312c09	London (1738 poem)
274781	Tỉnh Udine
530416	1448
529683	1300
1646342	Cuộc đời của Pi (phim)
1313140	Eurocopter Dauphin
c0ee8c58889a682160c3b82cec8d664e	Rio de la Plata
2360039	323 TCN
541077	725
28590	.am
970dc0305eb55bf57cdcf667859bbc55	Chiến dịch Apache Snow
3137863	Kenny Rogers
578390	Thập niên 1120
b54f28acf61e23d1ad359ae043f6d0c7	Viện Hàn lâm Nghệ thuật Breslau
1440822	Edward VI của Anh
4fd7a491448a4a85c6ba39ef8afbb42f	Nasi
69d2b68618657fa0563850595c54305f	Lịch Discordia
e7fa14e5569becb9ac7a45e5f379f475	Lịch Alexandria
e7aaeb15fdbfb7736e44dac21ec4d1e2	Thể loại:Kiến trúc thập kỷ 890
57664	Thế kỷ 4
c5ec08d70313c7244de8a15db5b1e2c2	Thor: God of Thunder
642308	Lịch sử quân sự Nhật Bản
46334	Massachusetts
2355198	Benedict Cumberbatch
49076	Trương Định
544497	Cuộc vây hãm Kolberg (Chiến tranh Bảy năm)
04a784fe37be1d43d65bcd3d636c3f4e	Alfred Buchi
840912	Tỉnh (Việt Nam Cộng hòa)
3709190	Tôn giáo Bahá'í
529861	1519
587814	Grimstad
91d9b21e7cee7ed61ad7fae2441639e6	Montenegrins
61796	Ayn Rand
813236	Lý thuyết thông tin
2b650fb343bcf72d08a5918ac8e8d01b	Juan Álvarez Mendizábal
1835088	Cinchona pubescens
8af1f98d106892488064c783c969d1ef	Fredric Jameson
529308	1658
f05e0fa956d0813466d1254b85556e25	Helian Bobo
b5dd03b22acd527f23b91bcbdd12e9c0	Avestan language
6757	Khoa học
1445687	Thể loại:Mất thập kỷ 690
530877	876
487ebd067f3fe79fc763442db271a96c	Adolf II của Lotharingia
727d32d9ee27cd44fc200719c48950e0	Cường nhân (phim)
2430001	Augustin Louis Cauchy
affe08a9101a451fe3246877998f02f6	Giáo dục thẩm mỹ
41775	AP
529356	1688
498843	Đạo Do Thái
aa53ca0b650dfd85c4f59fa156f7a2cc	CC
529359	1690
011b6e14743b342a0f04a708de1dce7b	Frenzy
3509795	Chen Ning Yang
49911	160 (số)
2d616b706c0a2db0a340c58d6f4a0cc3	Cao nguyên Katanga
32e473fbba70b9901c89bf656ab99d33	Bicentennial Man
840d3ee99400270ef0a0ad763fec65d1	Danh sách máy bay thuộc Quân đoàn máy bay quân đội
523788	1790
420009	Ngân sách
d4e60236b844db2c513b84eedf0e6afc	"Những bức thư từ Vesphalia"
407529	Chiến dịch Trường Sa và các đảo trên Biển Đông
19482	22 tháng 11
5243	Thực vật
001f6b09a3e9fbc47b76f973d3f89476	Vụ thiêu cháy Moskva
531193	737
63328	1993
3a13699abe2869477e7eb53f6abbe3d9	Phương pháp tọa độ
20120	30 tháng 1
4668fb42afb2d47e7379a4b79858d092	Giọt nước trong biển cả
3253564	Homo sapiens idaltu
31583	.ca
4998	Danh sách quốc gia
530675	930
360883	Giáo hoàng Gioan XXIII
53417	Càn Long
e86eb1191766ea455a67c20bf3d5b7f8	Gnit
fc85b593a16752a1ac367ba6d294a109	Sách Nakhum
31377	Louis XIV của Pháp
127093	Anh Thơ (nhà thơ)
530724	955
3349382	Jane Addams
0fb1c181c1da3007f64907e03793490e	Bạch quân Nga
3309304	Annalen der Physik
232770	Lê Thần Tông
528923	1757
56f81e33cf8b9c903c474181b10d98a3	Thể loại:Thành lập thập kỷ 770
3d28390d01ded25dc5734956a0ce6a4f	Claude Adrien Helvétius
321647	Thụ tinh
d747c3140d2004ad78989ef2883e1d62	Đại học Massachusetts
f17e0bd04853a0e7f79405265d30a737	Henry Booth, Bá tước thứ nhất của Warrington
578316	Thập niên 1640
530611	920
530457	1478
a45357080d784f498ef0cda4f5eb1a7d	Hiệp ước hòa bình
121532	American Broadcasting Company
4797cc82a1137d7ca3c0077f49c8502d	Johns Hopkins University Press
0278406bd82be2d036c85d08ffb9c7fc	Marie Jaëll
59cc8a7a0d3ad0caaa6102cb08b5723c	Asaph Hall
3646521	Hệ thập nhị phân
e3b2cfd6ff09346ae01c4fe69b3ba6f8	Các quốc gia mắc nợ nặng nề
1445713	Thể loại:Mất thập kỷ 430
811585	Bacillus thuringiensis
62840	Charles de Gaulle
45002	Arjen Robben
575541	Quận Cumberland, New Jersey
ce879a43c3ad9712b8e897b1d1dbe65e	Avianca Costa Rica
41399	Lê Văn Viễn
1936357	Công đồng Constantinopolis IV (869/70)
dd9d8c204141246759e55d1df45034ec	Thể loại:Thành lập thập kỷ 1140
527226	Thể loại:Mất thập kỷ 0 TCN
977	13 tháng 4
16521	Kháng chiến chống Pháp
ce64d8d63cdac081e40b5079b4a30939	Amherstburg, Ontario
582466	Nam Hồng, Đông Anh
31501	.bv
757714	Alexander Ypsilantis (1792–1828)
64294	1969
530529	998
3349636	2198
209797	Rama IV
722d52bb51efa2c2aa4cf202899f7db3	A. Peter Dewey
530701	952
29662	Praha
7721462	Đại học Roma
6b2065f760844804b55dba04e963886d	Bundesliga 2006–07
0e4deed890b53942894b34b0594166e0	Arthur's Seat
92358	Quân Tây Sơn
463754	Melvin Calvin
819781	Ellen Johnson Sirleaf
418566	Thủ đô
dd735f492fb117940a4522772b973df6	Kyūju
7ca9b7a978fffe1f2c288963006cc6da	Locarno
72686	Washington Irving
1918333ad968ee56a9bb4e0307d92330	Thể loại:Phá hủy thập kỷ 120 TCN
50a9d4b2ebf029222d247e7723a9de63	APEC Hoa Kỳ 2011
3384470	Georgia, Hoa Kỳ
7b0f29f6dce4138d59fea6b2973dc14b	Công quốc Parma
423165	Bagnols, Puy-de-Dôme
528915	1750
27321	Giáp Thân
3ad71b15afebc5469f9031ae8a7a4b06	Francesca Cuzzoni
785448	Lê Nguyên Hồng
45917	Nhà Minh
375289	Binh đoàn Bắc Virginia
5a4d5cecd9f32db458479b6d7b281b79	Envelope
1102464	Di tích quốc gia đặc biệt
1646427	Báo cáo
265784	Gaggio Montano
3227187	Cộng hòa Dân chủ Phần Lan
4df97299b9db6170735c72d57ff43ee9	Davy Crockett
529393	1661
530379	1418
530108	1113
523797	1796
797382	Ba (tỉnh)
578334	Thập niên 1490
529188	1548
131d3f39ada9687605c007a175929a27	AGM-123 Skipper
10591	Genève
3b5bb1c70813152d8b4994bcd43eb108	Chuyển sang Trật tự mới
9fbc220080d08a52bcee82f47d6a19a0	Charles VII, Holy Roman Emperor
529145	1527
ec06e273d35c6c9ae0ef6b483ac3f3ef	Air New Zealand Link
392136	1817
530499	1489
6dc163f6a00f462f6e2518ce8b756ed6	An Huy quân
753dfeb6743f213871e5585db774caa8	Borja López
66117	Khí
1279620	Thập niên 840
84779	Benjamin Franklin
119271	Dario Fo
4d49b2665dd4dd920dd86ed2321b625e	Archibald Hill
78b4ff681266e32082782b8b6dc62b54	Bảo tàng Khoa học (Boston)
60446	Chợ Đồng Xuân
1263481	Trương Chi Động
e7b75cb23d6f4ef3bd59be705d1751e9	Bank Negara Indonesia
6a0b213c7269b4deb8116ef72725cb53	Bia tại Serbia
578361	Thập niên 1330
3639228	Lịch Trung Quốc
116306	Linh Sơn
5f21376b940e89f5d89706921855827c	Thuyết sức sống
529567	1588
6145f66ae07adec458a586c78fb72772	Atlas Tell
33026	Nguyễn Huy Tưởng
529204	1564
1297818	Nevis
20490	31 tháng 8
55eda04be31d779e93f91691706ca1d5	Apollo 16
107809	1901
205212	Haora
3114125	Chủ tịch Cộng hòa Nhân dân Trung Hoa
af93d8615fba991dd19d98e5f93214a4	Hiệp ước Saint-Germain-en-Laye (1632)
46814	Kinh Xuân Thu
528928	1762
530505	1495
886b4bd77b482a44582dfc13162dcc75	CBC News
d5adc484e7d370b756443305e5c31eee	Thomas Alcock (1709-1798)
341659	Abdullah bin Ahmad Badawi
44175	Hệ nhị phân
5e432ed150888c69db9de2317f55e7c6	Moville
39844	Tehran
3663408	Ahmed Nazif
316321	Bán đảo Sinai
2d4c55a7df3c096c7c1adb3d11b4ab53	Kōgen
07da25c9c4f60d7a2ea85a567a35174a	Owens College
3382	Cơ Đốc Giáo
5c223514d08998d2447a97d505bcebc9	Alcetas I của Macedonia
1279601	Thập niên 640
18554	Chí tuyến Nam
3190833	Nguyễn Văn Chuân
34834	Chúa Trịnh
f32f371dccd97d38160772c24ea5c8dd	Atuel River
423199	Bergonne
26118	Gốm Chu Đậu-Mỹ Xá
20415	22 tháng 7
34c16a9befb10059ac1349f6f3793332	Blackstone Valley
1022561	Cách mạng Cuba
63729	1979
abfc47b85ff00817a6c473eab2ca1aed	Dux
20470	19 tháng 8
42505	Tôn Đức Thắng
531269	695
3435036	Football League Second Division
20359	25 tháng 6
3692033	Danh sách đại biểu Quốc hội Việt Nam khóa XIV
1351	Bỉ
46654	Hán Thành
128716	Doris Lessing
578382	Thập niên 1190
2278	CPU
3158447	Barnsley F.C.
406243	Mặt Trời lặn
3544848	Thiên hoàng Go-Kōgon
63319	1997
578325	Thập niên 1570
7ca7a624f2cd4d4df0d8f49d8dff2858	Thể loại:Thành lập thập kỷ 1810
3580924	Metropolitan Museum of Art
81329	Chuột Mickey
80618	Mikoyan-Gurevich I-270
2d7c0f7483a720ea2188ff988473cc76	Chính trị Estonia
531171	710
05d4f4a48a3b45721168ae7d89793235	Mike van der Hoorn
d72afadf27b7ff8ef7513affc032e386	Annette Gordon-Reed
9ecc608d36b6acfe2267544823e81d60	American City Business Journals
a284d0d19fc2e84fd40cc8fbe4e094ed	Charles William Foster, Jr.
813440	Chân Không
ab346d2e5960abae69ed5c5985530e80	Long Vũ đế
ddd9dda6bfaf0bb1525a8a27c3ee6131	2159
c363bb23e1443a76e4d673ed6c8bab96	Karl Christian von Langsdorf
94531	Hoa Bắc
3392488	Hussite
229295	Ivan Petrovich Pavlov
0d6fb562d0f5f7c677c94d3ddd40f4f0	Genomics
146304	Ponhea Yat
d0b70a37ec764986b834ad0bd01ccaae	Chủ nghĩa cộng sản cánh tả
578401	Thập niên 1020
37121	Sudan
1e6e24ba5d50184f106fa0dcb198f315	Connecticut gubernatorial election, 1822
b52080b5e970058e6c0ec44d5b9411e4	Chữ số Gujarati
531178	714
263711	1878
2461012	James Joseph Sylvester
172692	Liên minh cá nhân
83875	Chiến thuật
107821	1913
96900	Ceuta
541066	653
ec0a999ceaaff5f994526fe0c66b0367	Thế kỷ 2 TCN3
294587	Batna (tỉnh)
680f014992a1f38fec8a338631496b2d	Abbasid Caliphate
1750749	Bảng xếp hạng đại học thế giới Quacquarelli Symonds
107891	1920
a72180f991cddabe45cb06e8aacacc61	Camillus de Lellis
4a585f963d73f444817b276b35a2879d	Angus
3196302	Phạm Hữu Nhơn
53795	Thể loại:Sinh thập kỷ 1870
0778c85a50aa75919c3e6ea5ffd0b85d	Chính khách Hoa Kỳ
356275	Manhattan
70572	Máy phát điện
27333	Giáp Ngọ
02efe5176a5466134ff2b153c76a3c41	Mặt trận Nhân dân Khmer Giải phóng Quốc gia
108692	.re
0a10775550963dd755135b57d8f32340	Chủ nghĩa Aristoteles
1141044	Bóng vợt
17d6c5e15607bd89a3cda46c62833dda	2014 US Open – Women's Singles
20395	12 tháng 7
41862	Duy Tân
cd79991e4b4b87c46289f268acf8984e	Jacob Gerritsz Cuyp
511167	Giác quan
35811	Philippines
92889	Cao nguyên Di Linh
2422007	Dự án MiG 1.44
4fb3519fbb1f3ad5f617be74dc8920b3	Nguyễn Văn Lộc (Đại tá, Quân lực VNCH)
ef3782d57157c650976c34bb62ec6698	Nhà dòng của St Mary's
1279626	Thập niên 900
524282	Friuli-Venezia Giulia
3639997	Oliver Wolcott Jr.
8f6a45dc64d4915a97ee2edd9f13c6e4	Asociación de Guías y Scouts de Costa Rica
5a88ec40d061ce7437570cb1db959fc0	William của Aquitaine
1c600eaf1cc2e16cb3abaa3c4b564f13	Số nguyên Eisenstein
514f8a0c03892911b9773fad4b8c9e39	Helen Fhayd
24055	Giải bóng đá vô địch thế giới 1930
1101749	Hầu Mạc Trần Duyệt
528820	1716
16692	Chi Cà phê
20256	2 tháng 5
fa46f80a44d6d5d473f47540d017e541	Đập Itaipu
35512	Dừa
26690	Tử hình
8453	Billy Graham
791932	Archer John Porter Martin
66861	Quận Hoàn Kiếm
866	Huế
20110	25 tháng 1
570892	Mật nghị Hồng y
a63500df937969a84b525ccc95a3ac7b	Connecticut gubernatorial election, 1821
529305	1654
543878	Broomfield, Colorado
39375	Ai Lao
032893a85129da4bd203f92d9f2d92a9	Cộng đồng than và thép châu Âu
7bcc8a8eede55bb67a789e294e166ccf	Ahmadou Ahidjo
809567160786df23dd4630afff140aff	1904 Democratic National Convention
184296	Long Châu, Sùng Tả
20435	1 tháng 8
855733a20d45ddc608c0ebc8aa056957	Số Markov
967789e0feb8192ccdb85a1a23c34281	Gustave Lanson
80643	Gustave Flaubert
89586	Nỗ Nhĩ Cáp Xích
20222	16 tháng 3
2352568	2020
146192	Clipperton
529906	1244
4f258198790b9ddf4e29c00ae1c3277b	Bảo trợ
829492	Cầu dây võng
31887	Tần Thủy Hoàng
826452	Mái nhà
2015abb3d438e19a6a315488bddfe9ad	Al Ahly SC
603080813f6d4b892972892f1b9f6bd3	Edmund Allenby
ae537294a8918bfac706f5a3949e7bd2	Eduard Suess
3244022	Bí thư Thành ủy Hà Nội
540930	57
768282d298c2cd3aa795619619914e9e	A Caribbean Mystery
1517238	Danh sách các biểu trưng của Quân lực Việt Nam Cộng hòa
2433825	Chuyển động sóng
49149	60 (số)
0d6e10cc23a15318d208b53767799192	Thập niên 1110 TCN
04500a29f717f0969913bc51b453e545	Andrea Luchesi
15593	Cực quang
15847	Theia (hành tinh)
2260142	Bảng hiệu Hollywood
443736	Punjab
77d61a9bb41bbf1271e3d1ed4c6300a3	Hiệp hội ngôn ngữ và văn học Ba Tư
a10e6a9f242cf8f33760b840c02befac	Charles II, Archduke of Austria
5c61848ac596158affb91989ca6fc8f1	Hấp dẫn kế
578435	1607
9282	Quốc hội Hoa Kỳ
6ddc15e420f3acde6e521120be1b98d7	Lubec, Maine
263680	1891
329839	Luçon
139259	Chuyên chế
28591	.an
123589	Vương triều Chakri
3375766	Bosphore
dddfaa5e53d3c37811b5df4ae2b8dc64	Aker Brygge
2286986	Hiến Tổ
5ff06f40c0c42f64881b8be013ccc44e	Alvan T. Fuller
31810	Lịch sử Trung Quốc
1747474	Người Hi Lạp
504d172e894742cce01e5740b5e9bc3a	Oceanus Procellarum
3b3be3fd4a7a02a4103921bba760d767	Thể loại:Thành lập thập kỷ 1260
d401350ad7e1dbe0bd26c94ca34339f0	Năm nhuận bắt đầu vào Chủ Nhật
11451353	Cercozoa
530510	1499
2418065	Ananda Mahidol
c2ea2d1d5f9ae4e8a9cf8b59627217dc	Hoàng tử Charles Alexander xứ Lorraine
3637164	Chu Hữu Quang
528880	1726
3122541	Chiến dịch Thăng Long (1786)
9764c96ca4cd8e3010e21b173d18a66a	Aboisso
ccb6d53b01eb6fc9c0b0dc72b265e2cf	Hùng Khắc Vũ
27325	Bính Tuất
734	Thăng Long
529560	1589
244466	Chế độ toàn trị
531170	709
594c9d9687ec9e55459eefda332c7434	Joanna Russ
111b28969ccb56e5064537b17ef6ab3c	Dữ liệu hóa chất bổ sung của Butan
1335597	Corozal
bc0a602e6e553645d3fb36a03d07a85a	Before the Flood
33502	Nam-Bắc triều (Trung Quốc)
6cb90207290c0c0c50a7ae2ef2426a38	Airsoft
31511	.bz
263697	1882
1279610	Thập niên 740
756ab4211ec9035ad00aa8e66de5fe39	Danh sách mộ phần giáo hoàng không còn tồn tại
3882169cc1d6bb91280a1b8f0ca98ba8	John Partridge (chiêm tinh)
59e63bc62e9c3225c742f1b737688f96	Crédit Suisse
19372	21 tháng 11
ef5806f8501a6ca0250dfeb67cd47076	Quân đội Brasil
13f99bbec9e0f2ab1618e127dc7e16f9	Herodes Atticus
578293	Thập niên 1820
756e41796db70cb6d878e49b4c4a12ef	Chiến dịch Dragoon
24915	Nguyễn Phúc Vĩnh Thụy
136244	Jean-Henri Fabre
97972	Sông Đáy
03fc4af71cbe86a9dde247c82221e78b	Danh sách máy bay của Không quân Iran
1094235	Cộng hòa Khmer
529327	1699
776300	Baruch Samuel Blumberg
116762	Herbert Hoover
258591	Quốc lộ 1B
abebaf0870e84a7e3b5afc3127888705	Hóa học vô cơ
292872	Hoàng hôn
3196460	Nguyễn Thành Hoàng
1279609	Thập niên 730
bf8e0c4589651f7cbca43713642711a1	APEC Thái Lan 1992
46915	Mississippi
20216	15 tháng 3
77fed0077731fcd5b29674274c793111	F.C. Bari 1908
28607	.bb
307054a189c2f25d00954e8476700e89	Cuộc chiến đầu tiên với Napoleon
3ccde3301987dbcf721242c07a09fa24	Cordillera Mỹ
87329	Huân chương Kháng chiến
162bb601cbe748c8bfd888d52c54f364	Femme aux Bras Croisés
170e34f345692ac892ef8c29ad0ba0fc	Jean-Pierre Melville
255942	Baybars I
582392	Xuân Canh
349817c21942f3e11ec713f41da2055d	St. Léons
2eae050def9ba21b262ef14ba657f8cc	Danh sách trường phái triết học
532842	335
74655	Theodore Roosevelt
982105	Gyeongju
530994	Chelyabinsk
5745	Rabindranath Tagore
3374789	Chuột nhắt trong biểu tượng văn hóa
5460b6ec70bf29571ea8e98654cbe847	Cordell Hull
1582128	Cuyahoga Falls, Ohio
120292	Paul Johann Ludwig von Heyse
117269	Suleiman I
a6dafa12613c8d368c51391ddc4fc083	Abu-Musa al-Asha'ari
529181	1545
71b32d50f4f49c9e551e4774b6a30e18	Anton Pann
144361	Đạo Quang
743f6c92c7638957730f2aadd03eaff5	Truyện kinh dị
455206	Làng Mai Xá
1748727	Chùa Nam Nhã
fada0ec0f6885c3a4e2d8b26695c8137	Đại học Cape Town
99026	Midway (rạn san hô vòng)
193567	Bộ Công an (Việt Nam)
b629f2a74378b27738896abdadaf8700	Metropolitan Borough of Stepney
530259	1055
06fb404f5c0c733ac79fd2f66e98cd24	Lịch Grgoria
075aab1329a192d048e4050707b8c6ae	Athletics at the 2008 Summer Olympics – Women's high jump
366ee8e6426514b7e76d086cdb0f8c47	Cuộc đấu súng Burr-Hamilton
9d7b9c2cd36cd2109bba0bcebb2bd525	Aikokusha
1750311	Buddy Holly
306a6e860394b9de5167a73401b96224	Matzah ball
1747292	Duns Scotus
27257	Erich von Manstein
b5a40f8f012ca30c2866f45ba9077dc1	Domenico Bartolucci
cb8de4f1daffd2a25d51b7cfb9f06a6b	Các tộc người Mông Cổ
2b8993c494803bd7e86b4b013bbfa07a	Danderyd
2459555	Edward Mills Purcell
530512	1500
1462791	Hà Quang Dự
3470	Giáo hội Công giáo Rôma
530318	1034
194837	Nhã Ca
529349	1684
515740	Mẹ
bf94e4d822a8ca3ce03617d60508bf5d	Edward Sutton, thứ 2 Baron Dudley
209353	Amager
3161200	Cách mạng Mông Cổ 1921
75773	Chung Tấn Cang
530506	1496
229899	Huyết tương
404632	Charles Lindbergh
43091	Y khoa
968941	Claudio Ranieri
b810709f6d3d7ba58365a53699259e59	Liu An
d3839beeacdc725f5769db020afa1cf4	Og Mandino
208808	Hector Berlioz
525215	Banat
7ff6a1f27f1831b441944aea231de7d2	A Beautiful Mind (book)
c94610e0b1e4d30dc596dc289b49f4ac	BSkyB
48592	Chỉ số phát triển con người
578351	Thập niên 1370
8875eb96edd72c336be487587c94b24c	Hình thức
3265152	Chủ tịch Đại Hội đồng Liên Hiệp Quốc
530692	943
71f79ef30a211e9db702a59f3bfa5f08	Eishō
58797	Boris Leonidovich Pasternak
531164	703
106966	Liễu Châu
33903	Honoré de Balzac
93800b581f110a6923d37507a04c7905	Friedrich Bopp
107942	1958
37168a17191d1f960e4b55fc023f2f09	Przemysl I của Ba Lan
541400	45 TCN
3371608	Hellenic Football League
530972	1375
2459829	Bloomberg
823043	Lễ Các Thánh
20446	6 tháng 8
408674	Khởi nghĩa Thái Nguyên
134500	Apollo 11
3642433	Nhóm ngôn ngữ German
3424493	Bóng đá tại Thế vận hội Mùa hè 2016 - Nam
99e6b41b921bceae2b281c3aa10f9dfd	Southern Illinois University Press
1772253	2019
0c450343134484a5c09e9e3ce85c0e66	Blind Willow, Sleeping Woman
529581	1576
1c31a44bc00a2b9d8d76912d2593c242	American Idols LIVE! Tour 2007
815164	Edmund Husserl
36fdae1e256b69e85808d98a101e73c5	Chế độ nông nô
3192405	Chung Tấn Phát
b4d887479abaf6ec23ecfffbd4d6d266	Frank Brettell
6f7537341845b1b538ebf263147c8db5	Bắc Hoa Kỳ
e67d21160b83a833116f024b537e646c	Ching-Thang Khomba
151206	ISO 3166-2:CA
529340	1678
201968	AFC Ajax
227f9dd890b7af0fe46aff9a8d5d44a2	Louis Lesueur
256793	Dolly Parton
54401	Số
28595	.ar
388182	1842
66f6b0aaf9ab0b450f80094cf923e803	Diễn hành
97dd1af988a0ca3d6862e1818249b108	Jayden Stockley
7224256f3859c5e82557e4a838e1a168	Thể loại:Kiến trúc thập kỷ 1800
41509	Nguyễn Bỉnh Khiêm
792628	Edwin McMillan
