7c9440e10716d369554c9e59f2f76479	Språkrådet
b4945afc12f259f256ae98fa06526a67	Chiến tranh Việt Quế
829895	Đại La (định hướng)
3526059	Thiên hoàng Chūkyō
98f354693a07c65f7e68e898ef9f029d	Danh sách sân bay theo mã IATA: Q
9b907b5187bb4decf435fbbfc979abe1	Cờ Mali
2443845	Lưu Bành Tổ
958eb458f5b86d763d0b9ab5405186ad	Vùng phụ thuộc
aea6fef1f53372e24d0684e23cc59d62	ISO/IEC 11404
62070	Thuế
ba1d1a69f174f52f387342e6a9e2b7f0	Abel Wolman
4ee6af3053f1ef265e6f274f24b7a64e	Chứng khoán lai
2456524	Chiến tranh thống nhất Trung Hoa của Tần
7502955	...But Seriously
8978d389faaea1b89af6f1385aeb4ce0	1932 Democratic National Convention
d4029b2c091ee2bd3f780f7e59e454a3	Ambon (thành phố)
f08e6cc00d34fe16d892f595843bc8a7	11 tháng hai
530244	1069
509727	Bến Nghé
5e7ad8f994cbc42a4a22be170c885e12	Bandō Tamasaburō V
36702	Burkina Faso
c0b223dad03e3b34eb357e93272c4975	Beechcraft Twin Bonanza
3671167	Fujiwara no Yoritsune
817644	Teen Choice Awards
3636942	Sunandha Kumariratana
383521	Cận đông
9f4475ca70c1c23acd1ee8c79d898652	Grigol Robakidze
95a4b8cb1394adc2e823fe790d2ae6fe	Bảo vệ những người làm luật (học thuyết)
b3769846d7da6e27e87fd4f6957d14e2	Peter Leeuwenburgh
95bc909efaabf0da2e0e16c02128d276	Dãy núi Sperrin
e80f37ab1ae635a36014a7d950155293	Procephalaspis
754b5582617559a6dedc8702e12f71e1	Công tước Burgundy
9116	Phong trào Tin Lành
6f3c473c3a6e89306fbd518886d97648	Bob Parr
511912	Hán Tiền Thiếu Đế
125e0ffff636a52c9effd1867232a75f	Phê bình âm nhạc
824729	Johannes Diderik van der Waals
1253701	Tráng Liệt
a7c78602678507fee47bd0f5fd77747e	Anthracomys
3195596	Parsifal
405320	Hội Tam điểm
5b0a1c906bdec8ec6ed6762670d98fed	Danh sách các thể chế chính trị của Roma cổ đại
271167	Balestrino
ad5d9f00bc9d87317f48c893eea5dc83	Bronco Billy
ca6afc5e679d6cef963ee2d866f7d5f7	Abū Hanifa
907e43dd2b1d5e4ecf8055399d0ec495	Brian Downs
3378783991f9762c29fee9206fc12112	Zymase
01e84d3233a9f85356b3742e546590be	Kiểm tra
efd9a0c948ad1ab5c41e197362f8a49d	Con ngựa về nhất
53593	Chủ nghĩa yêu nước
7e084dda8a737f05c33bc76bac18714a	National League System
209a74e50bd086ddf5a0841252a63ebd	Chiến dịch Mân An
83fabb44b5c59f58376852a63c3aaeec	Conquista (Tây Ban Nha)
8f76a80ff582d75abff4d5eddfedd6b4	Cuộc tấn công Berlin (1757)
622efebbc10a75d3b4924a84c71c00d4	The Big Valley
079854117ff4bcdb63450580f73e1a4b	Chính phủ Lâm thời Cộng hòa Triều Tiên
67cd41cea7216abf9a3f8738f8d801fb	1962–63 Scottish Second Division
e5cbc7cfd57017d81ed26f4821ed7791	Al Madina (Abu Dhabi)
183686	Adidas
12893	Jana Gana Mana
dd2c728c4c476a5194f0b5addf50e0d6	Danh sách các câu lạc bộ vô địch giải Football League One
405267	Cologny
530958	1355
3fbc480081648cebfebc91e550c3e037	BAE Systems HERTI
b23d8bc824cce7a45d72c4f122bae36d	Federal Reserve
b55a7edae752f0a89a2b3b96ff22cc29	Bệnh suy sụn xương ống
2894d97144bf03fcaa06ee08abb974bb	Nhà máy lọc dầu
0541887812f592a1797b44f8a0aa373d	Vũ Tự Lân
add6134ccac6a0a47e5a0d88be3026b1	Những phép lạ của tên nghịch Chúa
511862	Mai Lâm, Đông Anh
3242666	Great Game
3147169	Ban Cơ yếu Chính phủ Việt Nam
451550	Hệ thống
bf250d4d25f54aa1ef3b4dc9e07c898e	Codex Trivulzianus
8dc25c40ab5b82f5679fd5d2039cd360	Argumentum ad verecundiam
4f62f15ef92f981968ce6d618f66b059	Armoured warfare
419502dee16e2cf8ea620d91f805f02f	Charles N'Zogbia
fe78ea7fe4d7fa7738820b66f3ac36ea	Thể loại:Kiến trúc thập kỷ 1350
5e3b8c81e0f3a9aa2a8275187a7889da	Cherokee Outlet
3392296	Hội chợ
302caca0261d3eb46df0894f59e4c880	Giáo hội Scotland
262544	Bos primigenius
53c6eba23c1229320b7ea3d7b83de14d	Lyle Taylor
6ae598e34a87a583231e20e20c4a32a3	Fodors
76f32aa486546c403b212d91316deec6	Chung kết Cúp FA 1882
3cf77e4777fc6d3b87668b122ad545d4	Beatriz của Bồ Đào Nha
4bbd6fc2d77b447132a122baf9ae32d9	Chia rẽ Tito-Stalin
e181dd82a559fc0bf39a8031023ed2c1	Dacia Mediterranea
5bfedf6a42ede079d2b60c9708611efb	Cơ quan Đo đạc Nam cực Anh
b6796db3f01e408600cebb1f4d262cb0	Làng Phù Ninh
7d75749bd57f011d2e15a808cadbfc1a	Ernst Kummer
528897	1738
7391a5e6884c65f452f9f5173594b6d5	Harris, H. S.
84a111c8d2861495250c7e3dfa872e8c	Eo biển Tartar
540614	289
eeb91be261319613a89b23ae641c97de	Chủ nghĩa tự do mới
3122644	CH-53 Sea Stallion
994a95623b848ef18a47b99000a2ef08	2002 AT4
3a1d364cfd880d9e17d0096619666c6e	Cao Đài Cứu Quốc
906034c44eb2fdc1adeac6291558d517	Plasmon
35a47f3926df4478e7827a781bec8f49	Cao nguyên Colorado
45c1057bcb2183cb018c115271879cd0	Danh sách các tiểu hành tinh: 117001–118000
f1c5b94fbf26baf4f53e9d16dbb60fe1	Stunned myocardium
1f4d642479849878ab4f10ffb2162eee	Diên Hy Công Lược
808fbc521f14ce9682501ecd17dbaf7b	Bắc Hán (định hướng)
13bf4c587eefe03764f8b9bdef7e572c	Altels
39bcbb2d2247ab1cee89bba987583a66	Everlasting Love
97190	Cà chua
60ef0ccea852c4fdf91a1d369d169e2e	Albert Neuberger
87f19a556a16311a356ebf5488c772bd	Ngân hàng Dự trữ Ấn Độ
60252	Uyên ương đao
fe4cfd3026a54ceda5afe19b538b1d16	Biographical Directory of the United States Congress
531296	668
05014bef0596b8b749c69d2c6ad5dec6	Brian O'Nolan
531871	490
8fa75a08daf0f6848bb86ed5bfc5202c	Constitution of Athens
778640	Người Goth
806972	Lãnh thổ hải ngoại của Pháp
03406a6fe28984af9393ebabf6ad8950	Tiếng Congo language
023eb9c7ac509bec0441c0d46577e7c2	Kobusho
f3aaf0dd820cda9b79dc24a3778a85ae	Henderson Wilcox
e7edeb4ffd8aab4238916bd16cb7dfee	Quan hệ Bahamas – Trung Quốc
26386	Notre-Dame
1eccec66cf390df33f18f481356e7f24	Chính trị Massachusetts
93ad863957b3f928c51e9f90a0a31e1c	Thể loại:Kiến trúc thập kỷ 720
6709	Hải lưu Humboldt
a9003608d5af4131a32b61ac367122a2	Nobusuke Kishi
12424622	Hòa ước Thiên Tân 1884
1468289	Chiến dịch Michael
41a4e906f610c18d3769b6e7bc7587c7	Chiến dịch Erzerum
58a3294167b0b44244c2f39b8639b342	María Sabina
423581	Bạch Vệ
3280842	Người Croatia
622b01d3a10faf18413e625eea14ba2b	Order of the Yugoslav Crown
ab372fd6c2c6365eb5bde3d347a4ecba	Al-Baqara
d026208f21fa322a7b1af7a490aa396b	Ammianus Marcellinus
c45e97e3bbe9b556840238fcc6a4b5d1	Byron Weston
3260367	Người Aceh
119273	Nadine Gordimer
629b926cecf9e6732664d97778533451	Trường THCS và THPT Hà Trung
c692f8de3e578694a7a82434281813d3	Lam Thành Xuân
561564	Ferdinando I de' Medici, Đại Công tước xứ Toscana
1c2745702b58530f765e281b21e88351	Avro 627 Mailplane
1739952	AEG G.III
1242232	An Nhơn, Châu Thành
c6eb9b845aea785b73b3091933446fc4	Government of the United Kingdom
f5b886fc4be6ce620bd8be62f7ddca99	Chính trị Andorra
783590	Việt sử lược
2639	Atô
62405	Hóa thạch
3219160	Bumerang (xe thiết giáp)
51646d7de29f893924280d627cee723c	Chính thống giáo Armenia
c52a728e8dc00a35619ec612b8e85a06	Chiến dịch cầu Giang Đông
62774	Baku
271519	Emmy Noether
c13ec78b21f1b001893dd98cf31d4806	Mặt trời cười
70197	Heidelberg
251669	Brussels Airlines
3647006	David Lynch
b0f59f763e73f170f234b8e9245ad0b2	Modderfontein
253667	Kashgar
2417606	Đường sắt xuyên Siberi
3354676	Cung Nhượng Chương hoàng hậu
1279612	Thập niên 760
16e3955201df54aed730cefeb68f6a08	Hạ Tuyết Nghi
3631468	Hệ thống số
51b14dbcf0ff1baf309f8db94a8cd1d1	Asiatic Vespers
1ebb01105c60e4468354a921ddfcf132	Jean de Dieu Soult
78066849d389ec6525613f8d1174297a	Các ý kiến các các câu châm ngôn tổng hợp
b3ece3b35479d22a398529dbe3351582	Hoạt tính
9b6ba01159b3ad47eee8f6dfa16ff0bb	Chiến dịch Crossbow
285cc035548e79dd00f6a0bad0cf570b	Abba Eban
2428369	UNEP
368009642979999d13e43a46613a0af7	David de Kretser
3127990	Chủ nghĩa hư vô
25814	Góc
77e6b4e35314fa8d73be4e558d5ab324	Digby Smith
1234	Advanced Micro Devices
219029	Chiến dịch Blau
b9ea17038d33b318ddc4b4afe23a1b03	Thời điểm Bessel
3471fdfc8bb4ac2542e13153b1231591	Cajnice
dc1e11c7bb8449190f1791002ef17a68	Chicxulub Crater
cc85571421780f1ae968335ec54ba17c	Chief science officer
80e5771bb0053c374fca5bc804a76939	Bảo Chí thiền sư
c65de1f4806f90dbb529e896a55a61df	Lê Văn Trang (Đại tá, Quân lực VNCH)
c73195c8f037f13e86b0cef23e3523cc	Arles-Est (tổng)
66b8b36d9960b76c3de75abc98dd89d0	NK Zagreb
13339	Phổ Hiền
323175	Pyeongchang
c650fea3a65278d0a6871cbe3beb693e	The Last Blade
38e67cfe5d18b3e63529245546d40592	Frommer's
3634516	Phù Lương
e57b104d36005099a2f792b64aa778bb	Chuột Andaman
a6940cb5b24178fb5cea5433f4f31fef	Khủng hoảng kinh tế toàn cầu
291bdf88f83c0aac878f22f2298925be	Geocentric orbit
893296	Semnan (tỉnh)
f8226dcfcb47b6f7d57652a55993ee4a	Holden Furber
5f4f33b1c09d06c0b24f3d789625c382	Muralto
0ba54843f66fc0c4ecafc612086209d8	Công nghị Jassy
3387240	Thi đấu
139435	Calvin Coolidge
511391	Christoph Willibald Gluck
eca50713a8110da4d4cd7bd059946992	Anne Frank: The Biography
965cc524e99d0204d5e621ef1ec80d7b	Atabegs của Azerbaijan
d3dfe16d93d12656130d33cb66e44884	A*M*E
76728	.cg
819155	Bình Minh, Kiến Xương
cb54e0fbcf0bd750bbac797a2a954532	Khách thị
859eecebddbcd75c458a1aa8e3bf1787	Ernst Cassirer
ad2a0e1d0b38dec8c1a395eb714903c9	Băng đảng tội phạm Genovese
2437834	Danh sách các ca khúc quốc tế đứng đầu bảng xếp hạng năm 2011 (Hàn Quốc)
540825	143
82f91421023b58c0f62e5681302040ed	Thể loại:Sinh năm 1885
151852	Phạm trù
1c23f09839840121785996f3f7705dd2	Trợ cấp tai nạn lao động
531105	767
234964	Lê Ý Tông
1678972	Đảo Côn Lôn
67e9d10dab85d0d75de82c6456daed1b	Arie Deri
1643637	Khởi nghĩa ngày 9 tháng 9 năm 1944 ở Bulgaria
541601	161 TCN
f90f87c6a138f86af28ea0a456333884	Nghệ thuật trình diễn Na Uy
451431	Nhật Hoàng Minh Trị
1343423	Amursk
365366	Aleksey Innokent'evich Antonov
579229	Ban Cán sự Đảng Ngoài nước Đảng Cộng sản Việt Nam
d31877a949c4ae63631523af80802974	Lịch Julius sửa đổi
c154fdc4839f3e60f217c7fff7862f72	Bãi công Homestead
dfd695519280f49861f1fe6095be3d0c	Giuseppe Piazzi
751533300d46eda34ee5ebf3028d21ad	Cable Converter Box
34d30f1899488352133d9d71441ce12e	Thể loại:Thành lập thập kỷ 120
1469585	Phùng Chí Kiên, Mỹ Hào
90e819ac72d13f82403c97a7609f25f0	Cuộc khởi nghĩa Ả rập
93d1cc93406ede26afc3774400990ab9	Danh sách máy bay của Không quân Israel
332586	Esparron, Var
466797	Ottoman Empire
405867	Bộ Y tế Giáo dục và Phúc lợi Hoa Kỳ
574046	Buena Vista, Virginia
5cb874075bdd3b7bbb42c05655634945	Cộng đồng khối dân cư Caen la Mer
349191	Cabadbaran, Agusan del Norte
f53aa91059f6351b7088e88185f3725a	Cuộc nổi dậy Boworadet
235901	Đại học Copenhagen
36dd5ecb514d168cb8f4b8f0ed0417ab	Charles Pence Slichter
10250	Máy chủ
6fbcfdad3ef41fb93e49d116a459c46e	Gaiman
3711951	Lăng Kiến Phúc
578338	Thập niên 1460
8b9610ab72e065283f73f32bb02a4ba4	Al-Khatib al-Baghdadi
2edf2934d3080457302c7ebe30f7aacc	Thị trưởng Thượng Hải
b1de97d399732d8b57be1257576c9b96	Thể loại:Phá hủy thập kỷ 1190
32e05616c8ed659463f9af00b142dd6f	2166
1251029	Nghĩa Hồ
124058	Ban Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam
84bb331d284589ce1eb16a428adc3a30	Chế độ quân chủ Anh
3796	VietNamNet
203016	Dũng Kiều
12159	La Marseillaise
11240	ISO 3166-2
87218	Chùa Ấn Quang
efc75e80ab5dcef0498b7bdfa7463334	Bách khoa toàn thư Pháp (1936)
1279587	Thập niên 510
783d8f27ce0fcab33de89e2aad054368	Anti Suyu
f3d0bd6441d53d8bd0f99ef2294179d8	Aaron Mokoena
3c6b95521f3332fecd9aa1b24af362cd	Lương Định
3699148	Giải bóng đá quốc gia Anh
530106	1110
d0d54d2572af63f61d4619ec47cdc788	Agusta GA.140
455e66748974e7827b5603750ed4e57c	Belanovica
b0ac7d6a1e8b3c9c869fde5e7b3c25ed	Vương Bang Tuấn
580e9724594295098bd299ecf7eb5443	Hợp đồng hôn nhân Hồi giáo
465927b871ea0b48705bf7d3868e959c	Iolo Goch
3658366	Trang Thuận hoàng quý phi
592243	Serie A
224299	Bệnh sốt rét
298416	Dịch tự động
2fa4d1c53dc475e56f5d9254549ae079	Amos T. Akerman
7e574bccb444800437ce1f1b4cf30b80	C. F. E. Horneman
e4fc06ef1c0e1c871ad7d7fa34c58942	Thể loại:Sinh năm 1887
74d510dbfd96af9c24467b23758f2841	Charles Aznavour
3246491	Ban Chỉ đạo Nhà nước về Chương trình hành động quốc gia khắc phục hậu quả bom mìn sau chiến tranh
eb89a7ea7d701bcf07fb21e98a1a7a4f	Louis-Jules Mancini-Mazarini, Đức de Nivernais
1402318	A Day in the Life
a38af01d375e33cc970c9410e80dd048	Elon Andersson
1881203	Công đồng đại kết
819587	Maxwell Taylor
ed8529b8e6bef86ae21e29a17d203e58	Thiên xích đạo
519533	Hải Tây
329905	Boulogne, Vendée
8c8568961afba369655679a7fdf70cf9	Akaza Naoyasu
589eb06dc8bb5e0ee90bd386ed1a129d	Rapport gyromagnétique
51532	Phổ (quốc gia)
529887	1224
dcd0fc76ca476371af23d7f5b46bef62	Head of the Class
236338	World Soccer
3624856	Bushmen
b790d28d0c3956b6a661ea0c4a63f2df	Blaise Cendrars
773e7c82eec7e5d290af09473437b384	22 October
3177847	Adolf Erik Nordenskiöld
530836	859
404761	Bad Salzdetfurth
7720090	Đại học Korea
1667393	Trịnh Nhu công
541007	358
3253a68cebf4106b4d31aa7ef89a70e0	Herbert Kroemer
3259126	Konstanz
a65884793537428661c3290fa190113e	Bernard M. Oliver
ef9672d51e483b68f8cae0291bb2ba5b	Arecolin Hiđrôbrômua
387967	Heinrich Otto Wieland
255677	Lufthansa Regional
9787a4b19fa9cdc8c6789fc4215ed4ff	Abaco Islands
46d81f5dcc9a02918698bb371f88f2dc	Garba, Cộng hòa Trung Phi
562078	Lương Khải Siêu
524479	Tiếng Macedonia
02a95207022c7ad14d268d2100f29146	Beagle 2
248408	A Đẩu
42cb408fc40b6728cecb129f32cb9039	Khu bảo tồn cuộc sống hoang dã Curú
5879728b103017d0ed05404fe0c5f821	Aerosport-Rockwell LB600
c32bcecc1e7a42e233e4d8bdfeb01a3b	Aldus Manutius
100821	Hermann von Helmholtz
bb547920d481dff74bdb91adcdf3f113	Colonia, Yap
315986	Kiến trúc mudejar ở Aragon
6800	Tuyên ngôn độc lập
453686	Al-Shabaab
1730437	Nguyễn Sinh Sắc (khu di tích)
4d22b512bf3989911c00894295cd35a4	Chính trị New York
10695	Chả cá Lã Vọng
52886	Lviv
83388	Crom
69733	John Locke
22ef5d9468d7aa2f806d865b88a27a52	Cannon
c88920631d4493a14cc55e5b8b23e306	Anh em Sư Tử Tâm
d225c70c5b9278832e92a70dc8561c4e	Berengar I của Ý
3158377	Mỏ thủy ngân ở Almadén và Idrija
d08ba0d15cc0755081bb839e02b112dc	Nhà trình trường
327488	Barbâtre
ddd9dda6bfaf0bb1525a8a27c3ee6131	2159
21b03dd114b5050f7425dc91f7de59c5	Danh sách di sản thế giới ở Mỹ Latin
679f2275f6e34dc1e8a9b8414574e8c4	A Bát Ha
38297	Ecuador
ae298aa7b5fe3b34292757ded6376ff3	3H
3c57d54964f8dec25c2eb67545dae3f6	Chủ nghĩa cộng hòa
70384cc07a12dbdca63102e71adc84c2	Steven Culp
3510421	Cúp FA trẻ
401376	Cochem-Zell
3426988	Sóc đất
18406	Hán-Việt
b27a2020b09771f7f44d0c1ba5935c52	Royal Alcazar of Madrid
3225cfb23424335aefdfbd6522c0e740	Serie A 2014–15
3381218	Thuốc điều trị bệnh gút
e6e7c07ba929a4cf76131209d0e4375f	Charles Francis Jenkins
efc56390e5eb79269cf9837ecf15d875	Arpi
2dd56a024c978b7f86fd38005c61eb1a	Chiến dịch Delaware
63022d027bfdabef842831009ebfc9f3	Huy hiệu của Andechs
42237	Mikoyan
2dc2d5b18051d15b605604c94ed1bf06	''Voulez-vous danser avec moi?
404611	Ampilly-les-Bordes
575349	Phạm Diệp
9d76479e0471d9f92366ddef0ca5d910	Endosperm
11b47467840d7fa10b5f00abae895d00	Matoi the Sacred Slayer
12758934	Basileios II
405349	Céligny
525201	Cá heo
b9583e3c6c6cabff9e7b09d99301a421	Gyles Brandreth
3187232	Phạm Xuân Chiểu
104383	.gm
1262482	Girls' Generation-TTS
41852	Vua Việt Nam
68078	Tiêu bản
3201640	Alija Izetbegović
38d160185b5104257d4fcc1a7448f71b	Sông Tinto
6c04f967793729c731dea84d3bb2f8a5	Năm nhuận bắt đầu vào ngày Chủ Nhật
e378b8f49695e068861e050cd105e32e	Post-disco
808555	Cindy Crawford
5302c19276ad1eafea527b4579988cdd	Gliese 623
3424019	Lãnh địa Giáo hoàng
918b7fa37dca068f6bbe25e0791721bf	Vi phân tích
475233	Japan Hot 100
8c271d1364fc82a1ab4e8896c9f74755	Guillaume Pierre Godin
3ba001a9b931af7a50e13ef79db216e4	Dodo von Knyphausen
69bdd429309418d744b9686bfe47da75	CSI: Crime Scene Investigation (mùa 2)
0ea4f08251008dfedb4ff016466411e8	Ōtemachi
2360342	Leopold Ruzicka
5b7253b22fc6023d1b7daf8ea58ebe12	Lady Nicholas Windsor
20d8245d2aa93ab604a65435f373079d	Erard
799dd06859f7798109a3264b833e73f8	Alexander Yakovlev
571169	Người Frank
1279602	Thập niên 650
71b8327551ff4540986ecf5869d27e65	Myanmar Times
a952c26c74a3ea27133a9f3625b53693	Cầu sông Garonne
530009	1194
89449fe33527644585013f2e1f0964bb	Brooch
7f27a4737c55ec09f0e1415ad1c5688b	Số kiểm tra
1ff759910750558af6f1bc620d78b9a6	2015 French Open – Women's Singles
574130	Castle Rock, Colorado
1243112	Châu Sơn, Ba Vì
244180	Nhà Sassanid
d81db6eeb2cb797d3479d39c7d55532d	Cesare Cremonini (triết gia)
04ce9e784a530a7ceae9832995b13a28	Cliff Charlesworth
8eb73d671ecbe94b1b3e929e91e63230	Dikter
1250983	Nghi Hợp
116489	Daniel Gabriel Fahrenheit
344400	Đào Trinh Nhất
451275	Chloé Mortaud
1934ef4b67874e6f79476fcf48420b10	Arthur Guinness
2325102	Lars Onsager
3695721	Chiến tranh giành độc lập Croatia
89920	Kiến An
2d08ea49233c9986e90b38ccc427e4fc	Thuần túy
3145807	Bahá'u'lláh
e3076b50a549d505652115206eb33ef1	Múa phối hợp
97a7864939722484409f2f14d1c5ede8	John Tyndall
231881	Chiến dịch Khalkhyn Gol
1279581	Thập niên 450
f727bee34b62f8098d222d9750b6fe5f	Chanson de Matin
530387	1422
10885	Bắc Giang
3638291	Thuốc bắc
528868	1723
9f9277ade5948a2544217e8a25538303	Agattu
98e406dd9b1de0174573e0b26f2b8077	Chiết Tượng
a2dfd1a769a43fa9d1fe8dc6af5a5477	Aramayis Grigoryan
1b61cf59319e4a5a712aab702cad3d58	Chiến tranh Pháp và Ấn Độ
bb7365f7522e5ae2acd1f34c9a5b3003	Polignano a Mare
8d7eb51b2394b63b819c0be34f6af0ff	Jacques Mallet du Pan
3f650dfd30853531203198b060f10a4b	BTV-MC Diễm Quỳnh
501693	Aliyah
7739	Bắc kỳ
219164	Lãnh thổ Ủy thác Quần đảo Thái Bình Dương
5910ec8c64133dafc8f790021f5b812a	Angen
49fdd21a76f7431ea6eaeb6b32a068f2	Danh sách hải quân
523796	1787
866402	Hiến Từ Thái hậu
530856	868
fdba0289113ea27069349eff510dc682	Charles J. Bonaparte
41325f29f589622a624bc060f1ee5f28	Coventry Climax
77984	Aldous Huxley
faa41fbbed8f814c91ab3b1b6e0d46a5	Hội đồng lập pháp
85817	Sinh đồ
704338	Hội đồng Chuyển tiếp Quốc gia Libya
13018	Lê Trọng Tấn
64658	Guam
8fbdcec5d7a95fe0a37a07b0f94003fe	Huyền thoại Việt Nam
552ae7d3097d90011f264c2fa8c3dcc6	Chạy thử tàu thủy
40fd9fed3469418c5f8685fd9529a552	Tự học
37aae63fc400cdc1a06c23b5f915dcf1	Death and culture
2426443	359 TCN
3666388	Narai
149a975de0b3a0174045aa939eda534b	1830s in Western fashion
590990	Binh biến Tây An
3642337	Alejandro Toledo
1250537	Minh Hoàng, Phù Cừ
306964	Nhà Khwarezm-Shah
4006d350edfb921f465214950b94eb9a	Dracula's Guest
69976	Bremen
4b579a7c7dea0ff9911ae0462de168a4	Acilius Severus
2416235	James Meade
5e0ea6d0b7648df314eb3ac1592176e9	Danh sách hãng chế tạo máy bay M-P
17964b61c1fd65d11bd5a74d794d6b76	AH13
66f2899b12c46abe55df5eebdca5d209	Ajax Heroes
dbac029a84c6ab0bdfe33393c6773efa	Chế Ma Na
392207	1853
cab94b996486544af64a22507a93cc11	Cessna 188
2452833	Houston, Texas
46fd8073f143c380da59e3add62efa5f	Cao nguyên Cumberland
98461	Sông Congo
3644901	Jan Žižka
ba3bea0f2bdba6d21689c59181d35101	Andrei Tarkovsky
f28d8931f0365412a4df65ade06b8ffc	Ioannis Kapodistrias
146879	Trịnh Bồng
63536	Bavaria
747061145ee581c788d339920cc73898	Hoàng A Tưởng
2423771	Afonso I của Bồ Đào Nha
02be81bfa83b51247a664d8ad52ebbb1	Nguyễn Chánh (người Bình Định)
e472b4ff29eb15af116a71b9851a6834	Chu Ngập
25473	Mãn Giác
723c2d087e0035dcf5e916e9ed860650	Part II (Brad Paisley album)
6827f9f6f8b8c7d366512fde14e72b39	Cecile Cooke
1254125	Vinh An
29122216ed104e5b7e33e10eb2b9ffa6	Người Naga
1667031	Dancing Queen (bài hát của Girls' Generation)
2261874	Cảnh giáo
c71b5ff709807b89181de71613c8d91e	Con hoang
6543255ab0fb46a54d9fe621c5006469	Charles V of France
5448122060de1baaad56917d49fa3f01	23 Tháng 1
823427277c4876fd055d535411b2e337	Bảng chữ cái La Tinh
70147	Chiến dịch Trị Thiên
2866	Đại số tuyến tính
322191	Ceccano
2288386	Cộng Thanh Thành
75475	Mưa axit
820794	Bedfordshire
3788c67d7a73f07a4e2ca575d789265e	Phễu
95dc3a14f96ccd96b073e484f039d63b	Atilla Mesterhazy
f4da8200941627c28802a87f34b52f84	Cúc (quần áo)
5ddfe94b175e3bfd610af3f76c6f6264	Chiến tranh giành độc lập Ý lần thứ hai
590529	Andrew Cuomo
244310	Bầu cử trực tiếp
1345	Wikipedia
540929	58
57599	Hoàng Đình Ái
1585939	Gettysburg, Pennsylvania
322262	Gokseong
38781	Lịch sử Campuchia
d54e8c57351d06c0885b9dce6ad1e3a0	George Chippendale
17cc603cd186b90e106fa30ea3bdc63c	Muhammad II của Córdoba
3654143	Bình đẳng nam nữ
dec861ee5c29fe1d93f83d9367de78fd	El Carmen, Santander
23178	23 tháng 08
126786f310970d81fed1da3cd8edd21e	Aban
187411	Amapá
63461578fe41cce9e33b811ac4d58e70	Quill
7543f51657d377500bada88742a0b8b9	Kafr el-Sheikh (tỉnh)
1340476	Callao
e470a923239aea00d4a4f67ad8ecd90f	Jaroslav Krombholc
b7e08c61cf3e401917f3042268d12c31	Andy Blunden
9ceecd093ef83e18cb13bd9c66426fd3	Mazar-e-Sharif
236357	France Football
103865	Adam Air
9cda141eacc4c64b5e81f2531111c50d	KTTV
423153	Aurières
1764735	Hậu Lương Mạt Đế
8171940095d0e76bf3b90db7e9273428	Tiệc cưới Cana
cb93546960ab6921faf794289c592b15	Cap-Français
60ea88ba40c9144465fcd1791d8430d0	Broadcasting
806fad5c8d29f42a69f62bc5c26403f0	Anjouan
2491091	Rêu tản
d23fd014f8e6558594d99e918e94c74f	Mohamed Sherif Pasha
27328	Kỷ Sửu
41b5104089b84b500baf5b9e95724aba	Archaeological tourism
64e71b75231267a7fda9fa55abe87e8c	Schleswig
346339	Boris Becker
ed9626e0c291deeb46596de13d7da251	Nhân vectơ với một số
65164	Trần Văn Giàu
272828	Pescaglia
c352705f665d5a2f721b374560219e78	Jean Meschinot
20b0ebb611980f312a10836584c68cae	Lunar calendar
289396	Quách Tấn
2e897b42aca1529b3634eb9cb2f85210	Kế hoạch Vàng
9513452	Sư đoàn 3, Quân đội Nhân dân Việt Nam
3246476	Bão Sán Đầu 1922
3274123	Phương tiện truyền thông
213054	Võ Tánh
502345	Napoleon Bonaparte
40114	Danh sách núi cao nhất thế giới
847b63d8803c9607510bb4b0491edc14	Fido Dido
343744	Musée Picasso
3241488	Lực lượng Dân sự chiến đấu
577948fa124acb679310218ef001f108	Book of Psalms
49070e672f2dbd5f1cfdb16e35ab5656	Apollo-Soyuz Test Project
8062538b5c4b1c03cc3dc5f6029c1dc4	Nguyễn Phúc Điền
13475	Eris (hành tinh lùn)
1445839	Thể loại:Sinh thập kỷ 100
241301	Dầu mè (cây)
32f0bf6594a0833b9a25876109e7b677	Hệ thống xếp hạng các trường đại học trên thế giới
981acd57c04ac1bfbbede03622b7ba6a	Lê Chuyết
6319	Baltica
397464	Đại Nam nhất thống chí
275029	Bảo tàng các dân tộc Việt Nam tại Đắk Lắk
1233	Triết học Truman
824793	Komsomolsk-na-Amure
12145	Bất hại
3226133	Học sinh
530685	935
3319	Danh sách ngôn ngữ theo tổng số người sử dụng
531113	775
401157	Dreisen
ffb50b05e0947994d3b54b2eb54f87a5	Juice Newton
307694	Alleuze
894111	Paul Aussaresses
0705ad9bbc5c7b8a50fa47360296be59	Andrew Peacock
663d794b842c7393f30df9f75c3f4fcd	Đại hội Đảng Cộng sản
af985aa4f315a7a49c794ed9c7aa3904	All Media Network
417001	Krone Na Uy
5769002575961ebd84cc5cbcce7b1750	Asia Pacific Breweries
211216	Hữu Hảo
147138	Nero
fe3b958d61dfa9cb6a489ca516e49c38	Henri Marshall
085bf20d6fb0bc4d0fa474df09ebb48a	International Day of Persons with Disabilities
ea074d9d099ed2d37f8f1536c31d0756	AlphaWorks
818968	Kênh Nhiêu Lộc - Thị Nghè
3389212	William IV của Anh
7ffda415a3a7899f05a720a79e3c1e58	Từ nguyên Sabbath
6420	Hóa học vật lý
